regulator_name,regulator_id,database1,ID1,location1,element_type1,cell_type1,level1,regulated_name,regulated_id,database2,ID2,location2,element_type2,cell_type2,level2,interaction,score,kindscore,matchlevel,epistemicvalue,file_numbers,number,Regulator Variable Name,Regulated Variable Name,PaperID,,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,,,,,,,,,PMC7016966,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,,,,,,,,,PMC7016966,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,increases,,,,,,,,,PMC7016966,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,BCL2,uniprot_P10415,uniprot,P10415,,family,,,increases,,,,,,,,,PMC7016966,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,decreases,,,,,,,,,PMC7016966,STAT5-mediated transcription,negative-activation
STAT3,uaz_UAZ05192,uaz,UAZ05192,,protein,,,TKOs,uaz_UAZ05271,uaz,UAZ05271,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,Gab2,uniprot_Q9UQC2,uniprot,Q9UQC2,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,NOX,uniprot_Q9Y5S8,uniprot,Q9Y5S8,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,NADPHoxidase,be_NADPH_oxidase,be,NADPH_oxidase,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,NADPHoxidase,be_NADPH_oxidase,be,NADPH_oxidase,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,NOX,uniprot_Q9Y5S8,uniprot,Q9Y5S8,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,NADPHoxidase,be_NADPH_oxidase,be,NADPH_oxidase,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,NOX,uniprot_Q9Y5S8,uniprot,Q9Y5S8,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,PYSTAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,PYSTAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
BCRABL,uaz_UAZ03599,uaz,UAZ03599,,protein,,,PYSTAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
KRas,uniprot_P01116,uniprot,P01116,,protein,,,PS,pubchem_7408258,pubchem,7408258,,simple-chemical,,,increases,,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,uSTAT5,uniprot_P42229,uniprot,P42229,,protein,,,decreases,,,,,,,,,PMC7016966,uSTAT5 activity/expression induced ROS production and apoptosis,negative-activation
ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,uSTAT5,uniprot_P42229,uniprot,P42229,,protein,,,decreases,,,,,,,,,PMC7016966,uSTAT5 activity/expression induced ROS,negative-activation
KIT,uniprot_P10721,uniprot,P10721,,protein,,,crenolanib,uaz_UAZ05248,uaz,UAZ05248,,protein,,,decreases,,,,,,,,,PMC7016966,"crenolanib, and tandutinib were also employed to inhibit KIT",negative-activation
KIT,uniprot_P10721,uniprot,P10721,,protein,,,Midostaurin,pubchem_9829523,pubchem,9829523,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,"Midostaurin, crenolanib, and tandutinib were also employed to inhibit KIT",negative-activation
KIT,uniprot_P10721,uniprot,P10721,,protein,,,tandutinib,pubchem_3038522,pubchem,3038522,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,tandutinib were also employed to inhibit KIT,negative-activation
KIT,uniprot_P10721,uniprot,P10721,,protein,,,DCC2618,uaz_UAZ05286,uaz,UAZ05286,,protein,,,decreases,,,,,,,,,PMC7016966,KIT D816V  inhibitors including avapritinib (BLU-285) and DCC-2618,negative-activation
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,pacritinib,pubchem_46216796,pubchem,46216796,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,JAK2-specific inhibitors such as pacritinib,negative-activation
HL,uniprot_P11150,uniprot,P11150,,protein,,,Fedratinib,uaz_UAZ05225,uaz,UAZ05225,,protein,,,decreases,,,,,,,,,PMC7016966,Fedratinib also blocks the growth of HL,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,Curcumin,pubchem_969516,pubchem,969516,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,Curcumin was shown to block STAT3,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC7016966,block STAT3 and/or STAT5,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,FLLL32,uaz_UAZ05279,uaz,UAZ05279,,protein,,,decreases,,,,,,,,,PMC7016966,"FLLL32, one of these analogs, was shown to inhibit P-Y-STAT3 and growth of MM",negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,EC804,uaz_UAZ05310,uaz,UAZ05310,,protein,,,decreases,,,,,,,,,PMC7016966,"EC804, a synthetic derivative of indirubin, an active component in a traditional Chinese medicine formulation, was reported to inhibit STAT3",negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC7016966,inhibit STAT3 and/or STAT5,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,indirubin,uaz_UAZ05296,uaz,UAZ05296,,protein,,,decreases,,,,,,,,,PMC7016966,"indirubin, an active component in a traditional Chinese medicine formulation, was reported to inhibit STAT3",negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,pimozide was found to inhibit STAT5,negative-activation
PYSTAT3,uaz_UAZ05185,uaz,UAZ05185,,protein,,,Pyrimethamine,pubchem_4993,pubchem,4993,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,Pyrimethamine inhibited P-Y-STAT3,negative-activation
MPN,uniprot_Q9BQR3,uniprot,Q9BQR3,,protein,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,Pimozide was shown to inhibit P-Y-STAT5 and survival of CML and MPN,negative-activation
PYSTAT3,uaz_UAZ05185,uaz,UAZ05185,,protein,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,Pimozide also inhibits P-Y-STAT3,negative-activation
STAT5A,uniprot_P42229,uniprot,P42229,,protein,,,PPAR,uniprot_Q07869,uniprot,Q07869,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,PPAR,uniprot_Q07869,uniprot,Q07869,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,PPAR,uniprot_Q07869,uniprot,Q07869,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,PPAR,uniprot_Q07869,uniprot,Q07869,,protein,,,decreases,,,,,,,,,PMC7016966,PPARγ agonists were found to inhibit the transcriptional activity of STAT3,negative-activation
PYSTAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,,,,,,,,,PMC7016966,AC-4-130 did not exhibit off-target kinase activity and suppressed P-Y-STAT5,negative-activation
pCAF_inhibitor,uaz_UAZ05187,uaz,UAZ05187,,simple-chemical,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,,,,,,,,,PMC7016966,AC-4-130 was also shown to synergistically increase the cytotoxic effect of the JAK1/2 inhibitor ruxolitinib and the p300/pCAF inhibitor,negative-activation
ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,,,,,,,,,PMC7016966,AC-4-130 was also shown to synergistically increase the cytotoxic effect of the JAK1/2 inhibitor ruxolitinib,negative-activation
JAK,uaz_UAZ03900,uaz,UAZ03900,,simple-chemical,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,,,,,,,,,PMC7016966,AC-4-130 was also shown to synergistically increase the cytotoxic effect of the JAK1/2 inhibitor,negative-activation
p300,uniprot_Q09472,uniprot,Q09472,,protein,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,increases,,,,,,,,,PMC7016966,positive-activation,
Ph,uniprot_P01298,uniprot,P01298,,protein,,,IST5002,uaz_UAZ05194,uaz,UAZ05194,,protein,,,decreases,,,,,,,,,PMC7016966,IST5-002 was found to reduce leukemia development in PDX models of Ph,negative-activation
STA21,uaz_UAZ04640,uaz,UAZ04640,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,C1889,uaz_UAZ05278,uaz,UAZ05278,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STATTIC,pubchem_2779853,pubchem,2779853,,simple-chemical,,,decreases,,,,,,,,,PMC7016966,STATTIC suppressed growth and survival of NK/T cell lymphoma cell lines expressing the STAT3,negative-activation
PYSTAT3,uaz_UAZ05185,uaz,UAZ05185,,protein,,,OPB31121,uaz_UAZ05196,uaz,UAZ05196,,protein,,,decreases,,,,,,,,,PMC7016966,OPB-31121 was shown to inhibit P-Y-STAT3,negative-activation
PYSTAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,OPB31121,uaz_UAZ05196,uaz,UAZ05196,,protein,,,decreases,,,,,,,,,PMC7016966,OPB-31121 was shown to inhibit P-Y-STAT3 and P-Y-STAT5,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SD36,uaz_UAZ05186,uaz,UAZ05186,,protein,,,decreases,,,,,,,,,PMC7016966,"SD-36, a proteolysis targeting chimera (PROTAC) that selectively degrades STAT3",negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SD36,uaz_UAZ05186,uaz,UAZ05186,,protein,,,decreases,,,,,,,,,PMC7016966,SD-36 was shown to induce STAT3,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,SD36,uaz_UAZ05186,uaz,UAZ05186,,protein,,,increases,,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,increases,,,,,,,,,PMC7016966,positive-activation,
IL6,uniprot_P05231,uniprot,P05231,,protein,,,GQODN,uaz_UAZ05197,uaz,UAZ05197,,protein,,,decreases,,,,,,,,,PMC7016966,GQ-ODN T40214 was shown to inhibit IL-6,negative-activation
antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,CpGSTAT3_siRNA_conjugate,uaz_UAZ05241,uaz,UAZ05241,,protein,,,decreases,,,,,,,,,PMC7016966,CpG-STAT3 siRNA conjugate stimulates systemic antitumor immunity and antigen,negative-activation
CD8,be_CD8,be,CD8,,family,,,CpGSTAT3_siRNA_conjugate,uaz_UAZ05241,uaz,UAZ05241,,protein,,,decreases,,,,,,,,,PMC7016966,CpG-STAT3 siRNA conjugate stimulates systemic antitumor immunity and antigen-specific activation of CD8,negative-activation
immunity,go_GO:0006955,go,GO:0006955,,bioprocess,,,CpGSTAT3_siRNA_conjugate,uaz_UAZ05241,uaz,UAZ05241,,protein,,,decreases,,,,,,,,,PMC7016966,CpG-STAT3 siRNA conjugate stimulates systemic antitumor immunity,negative-activation
angiogenesis,go_GO:0001525,go,GO:0001525,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,,,,,,,,,PMC7016966,positive-activation,
ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,,,,,,,,,PMC7016966,AC-4-130 increased the cytotoxicity of ruxolitinib,negative-activation
CD8,be_CD8,be,CD8,,family,,,STAT,uniprot_P35610,uniprot,P35610,,protein,,,increases,,,,,,,,,PMC5803196,positive-activation,
IFNinducible_gene_targets,uaz_UAZ05325,uaz,UAZ05325,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFNinducible_gene_targets,uaz_UAZ05325,uaz,UAZ05325,,protein,,,STAT1,uniprot_P42224,uniprot,P42224,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFNinducible_gene_targets,uaz_UAZ05325,uaz,UAZ05325,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,,,,,,,,,PMC5825082,STAT5b suppressed the activation of both STAT1,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,,,,,,,,,PMC5825082,STAT5b suppressed the activation of both STAT1 and STAT3,negative-activation
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,decreases,,,,,,,,,PMC5825082,"IFN-γ producing cells, such as T helper cells 1 (Th1 cells) or T cell receptor (TCR) engaged T cells, exhibit decreased receptor expression during critical times to prevent apoptosis",negative-activation
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
pJAK2,uniprot_O60674,uniprot,O60674,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,,,,,,,,,PMC5825082,STAT5b suppresses STAT1 and STAT3,negative-activation
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,,,,,,,,,PMC5825082,STAT5b suppresses STAT1,negative-activation
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,,,,,,,,,PMC5825082,STAT5b inhibits STAT1,negative-activation
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,,,,,,,,,PMC5825082,SOCS1 induction would prevent the negative feedback regulation of IL-2-mediated IFN-γ,negative-activation
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,IFNGR,uniprot_P15260,uniprot,P15260,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT1,uniprot_P42224,uniprot,P42224,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT1,uniprot_P42224,uniprot,P42224,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
IL2,uniprot_P60568,uniprot,P60568,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,,,,,,,,,PMC5825082,positive-activation,
DR4,uniprot_O00220,uniprot,O00220,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,STAT5 inhibition induces TRAIL/DR4,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,STAT5 inhibition induces TRAIL/DR4 dependent apoptosis,negative-activation
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,STAT5 inhibition induces TRAIL,negative-activation
PTCL,uaz_UAZ04906,uaz,UAZ04906,,protein,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,pimozide inhibits STAT5 in PTCL,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,pimozide inhibits STAT5,negative-activation
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC5908286,positive-activation,
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,increases,,,,,,,,,PMC5908286,positive-activation,
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,TRAIL_receptor,uaz_UAZ05350,uaz,UAZ05350,,gene,,,increases,,,,,,,,,PMC5908286,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,pimozide inhibits STAT5,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
PTCL,uaz_UAZ04906,uaz,UAZ04906,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,,,,,,,,,PMC5908286,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,Pimozide inhibits STAT5,negative-activation
PTCL,uaz_UAZ04906,uaz,UAZ04906,,protein,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,Pimozide inhibits STAT5 in PTCL,negative-activation
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,STAT5 knockdown and inhibition with pimozide induced apoptosis,negative-activation
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,decreases,,,,,,,,,PMC5908286,pimozide induced apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,ZVADFMK,uaz_UAZ05343,uaz,UAZ05343,,protein,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pancaspase_inhibitor,uaz_UAZ05354,uaz,UAZ05354,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,increases,,,,,,,,,PMC5908286,positive-activation,
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DR4,uniprot_O00220,uniprot,O00220,,protein,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,Pimozide inhibits STAT5,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,pimozide inhibits STAT5,negative-activation
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,pimozide induced STAT5,negative-activation
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC5908286,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,pimozide inhibits STAT5,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,pimozide inhibits STAT5 and support the utility of STAT5,negative-activation
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,decreases,,,,,,,,,PMC5908286,pimozide induces apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,STAT5 inhibition with pimozide induces apoptosis,negative-activation
