Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs
STAT3,protein,,,uniprot,P40763,,,indirubin,protein,,,uaz,UAZ05296,,,negative,,,,,,,,1,,,PMC7016966
STAT5,family,,,be,STAT5,,,transcription,bioprocess,,,go,GO:0006351,,,positive,,,,,,,,1,,,PMC7016966
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC7016966
STAT3,protein,,,uaz,UAZ05185,,,Pyrimethamine,simple-chemical,,,pubchem,4993,,,negative,,,,,,,,1,,,PMC7016966
MPN,protein,,,uniprot,Q9BQR3,,,Pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC7016966
STAT3,protein,,,uaz,UAZ05185,,,Pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC7016966
STAT5A,protein,,,uniprot,P42229,,,PPAR,protein,,,uniprot,Q07869,,,positive,,,,,,,,1,,,PMC7016966
STAT5B,protein,,,uniprot,P51692,,,PPAR,protein,,,uniprot,Q07869,,,positive,,,,,,,,1,,,PMC7016966
apoptosis,bioprocess,,,go,GO:0006915,,,PPAR,protein,,,uniprot,Q07869,,,positive,,,,,,,,1,,,PMC7016966
STAT3,protein,,,uniprot,P40763,,,PPAR,protein,,,uniprot,Q07869,,,negative,,,,,,,,1,,,PMC7016966
STAT5,protein,,,uaz,UAZ05204,,,AC4130,site,,,uaz,UAZ05235,,,negative,,,,,,,,1,,,PMC7016966
pCAF_inhibitor,simple-chemical,,,uaz,UAZ05187,,,AC4130,site,,,uaz,UAZ05235,,,negative,,,,,,,,1,,,PMC7016966
ruxolitinib,simple-chemical,,,pubchem,25126798,,,AC4130,site,,,uaz,UAZ05235,,,negative,,,,,,,,1,,,PMC7016966
JAK,simple-chemical,,,uaz,UAZ03900,,,AC4130,site,,,uaz,UAZ05235,,,negative,,,,,,,,1,,,PMC7016966
p300,protein,,,uniprot,Q09472,,,AC4130,site,,,uaz,UAZ05235,,,positive,,,,,,,,1,,,PMC7016966
Ph,protein,,,uniprot,P01298,,,IST5002,protein,,,uaz,UAZ05194,,,negative,,,,,,,,1,,,PMC7016966
STA21,protein,,,uaz,UAZ04640,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC7016966
apoptosis,bioprocess,,,go,GO:0006915,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC7016966
apoptosis,bioprocess,,,go,GO:0006915,,,C1889,protein,,,uaz,UAZ05278,,,positive,,,,,,,,1,,,PMC7016966
STAT3,protein,,,uniprot,P40763,,,STATTIC,simple-chemical,,,pubchem,2779853,,,negative,,,,,,,,1,,,PMC7016966
STAT3,protein,,,uaz,UAZ05185,,,OPB31121,protein,,,uaz,UAZ05196,,,negative,,,,,,,,1,,,PMC7016966
STAT5,protein,,,uaz,UAZ05204,,,OPB31121,protein,,,uaz,UAZ05196,,,negative,,,,,,,,1,,,PMC7016966
STAT3,protein,,,uniprot,P40763,,,SD36,protein,,,uaz,UAZ05186,,,negative,,,,,,,,1,,,PMC7016966
STAT3,protein,,,uniprot,P40763,,,SD36,protein,,,uaz,UAZ05186,,,negative,,,,,,,,1,,,PMC7016966
apoptosis,bioprocess,,,go,GO:0006915,,,SD36,protein,,,uaz,UAZ05186,,,positive,,,,,,,,1,,,PMC7016966
STAT3,protein,,,uniprot,P40763,,,transcription,bioprocess,,,go,GO:0006351,,,positive,,,,,,,,1,,,PMC7016966
IL6,protein,,,uniprot,P05231,,,GQODN,protein,,,uaz,UAZ05197,,,negative,,,,,,,,1,,,PMC7016966
antigen,protein,,,uaz,UA-BP-GGP-00007,,,CpGSTAT3_siRNA_conjugate,protein,,,uaz,UAZ05241,,,negative,,,,,,,,1,,,PMC7016966
CD8,family,,,be,CD8,,,CpGSTAT3_siRNA_conjugate,protein,,,uaz,UAZ05241,,,negative,,,,,,,,1,,,PMC7016966
immunity,bioprocess,,,go,GO:0006955,,,CpGSTAT3_siRNA_conjugate,protein,,,uaz,UAZ05241,,,negative,,,,,,,,1,,,PMC7016966
angiogenesis,bioprocess,,,go,GO:0001525,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,1,,,PMC7016966
ruxolitinib,simple-chemical,,,pubchem,25126798,,,AC4130,site,,,uaz,UAZ05235,,,negative,,,,,,,,1,,,PMC7016966
IFN,protein,,,uaz,UAZ05325,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,1,,,PMC5825082
transcription,bioprocess,,,go,GO:0006351,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ05325,,,STAT1,protein,,,uniprot,P42224,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ05325,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,1,,,PMC5825082
JAK2,protein,,,uniprot,O60674,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,1,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,1,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,1,,,PMC5825082
STAT3,protein,,,uniprot,P40763,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,apoptosis,bioprocess,,,go,GO:0006915,,,negative,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,1,,,PMC5825082
JAK2,protein,,,uniprot,O60674,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,1,,,PMC5825082
JAK2,protein,,,uniprot,O60674,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,1,,,PMC5825082
pSTAT1,protein,,,uniprot,P42224,,,IFN,gene,,,uaz,UAZ01280,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,STAT5b,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC5825082
STAT3,protein,,,uniprot,P40763,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,1,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,1,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,1,,,PMC5825082
transcription,bioprocess,,,go,GO:0006351,,,IFNGR,protein,,,uniprot,P15260,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,STAT5b,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC5825082
STAT5b,protein,,,uniprot,P51692,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,1,,,PMC5825082
STAT3,protein,,,uniprot,P40763,,,STAT1,protein,,,uniprot,P42224,,,positive,,,,,,,,1,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC5825082
STAT3,protein,,,uniprot,P40763,,,STAT1,protein,,,uniprot,P42224,,,positive,,,,,,,,1,,,PMC5825082
STAT5b,protein,,,uniprot,P51692,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,STAT5b,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,1,,,PMC5825082
IL2,protein,,,uniprot,P60568,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,1,,,PMC5825082
STAT5b,protein,,,uniprot,P51692,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,1,,,PMC5825082
infiltration,bioprocess,,,mesh,D009361,,,methotrexate,simple-chemical,,,pubchem,126941,,,positive,,,,,,,,1,,,PMC3886074
DR4,protein,,,uniprot,O00220,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
PTCL,protein,,,uaz,UAZ04906,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,TRAIL,protein,,,uniprot,P50591,,,positive,,,,,,,,1,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,TRAIL_receptor,gene,,,uaz,UAZ05350,,,positive,,,,,,,,1,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
PTCL,protein,,,uaz,UAZ04906,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,1,,,PMC5908286
cell_death,bioprocess,,,go,GO:0008219,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
STAT5,family,,,be,STAT5,,,Pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
PTCL,protein,,,uaz,UAZ04906,,,Pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
cell_viability,bioprocess,,,mesh,D002470,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,Pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,Pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,ZVADFMK,protein,,,uaz,UAZ05343,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pancaspase_inhibitor,simple-chemical,,,uaz,UAZ05354,,,positive,,,,,,,,1,,,PMC5908286
cell_death,bioprocess,,,go,GO:0008219,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
cell_death,bioprocess,,,go,GO:0008219,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
cell_death,bioprocess,,,go,GO:0008219,,,TRAIL,protein,,,uniprot,P50591,,,positive,,,,,,,,1,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,DR4,protein,,,uniprot,O00220,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,TRAIL,protein,,,uniprot,P50591,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,Pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
STAT5,family,,,be,STAT5,,,Pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
cell_viability,bioprocess,,,mesh,D002470,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,cell_death,bioprocess,,,go,GO:0008219,,,positive,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,1,,,PMC5908286
proliferation,bioprocess,,,go,GO:0008283,,,JAK_inhibitors,simple-chemical,,,uaz,UAZ03907,,,positive,,,,,,,,1,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,1,,,PMC5908286
proliferation,bioprocess,,,go,GO:0008283,,,antigen,protein,,,uaz,UA-BP-GGP-00007,,,positive,,,,,,,,1,,,PMC6221671
proliferation,bioprocess,,,go,GO:0008283,,,Fas,protein,,,uniprot,P25445,,,positive,,,,,,,,1,,,PMC6221671
proliferation,bioprocess,,,go,GO:0008283,,,Fas_ligand,protein,,,uniprot,P48023,,,positive,,,,,,,,1,,,PMC6221671
cell_death,bioprocess,,,go,GO:0008219,,,antigen,protein,,,uaz,UA-BP-GGP-00007,,,positive,,,,,,,,1,,,PMC6221671
Fas,protein,,,uniprot,P25445,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC6221671
TLGL,protein,,,uaz,UAZ04612,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC6221671
proliferation,bioprocess,,,go,GO:0008283,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC6221671
apoptosis,bioprocess,,,go,GO:0006915,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,1,,,PMC6221671
proliferation,bioprocess,,,go,GO:0008283,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,1,,,PMC6221671
apoptosis,bioprocess,,,go,GO:0006915,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC6221671
RCC,simple-chemical,,,pubchem,10985033,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC6221671
IL6,protein,,,uniprot,P05231,,,RCC,simple-chemical,,,pubchem,10985033,,,positive,,,,,,,,1,,,PMC6221671
apoptosis,bioprocess,,,go,GO:0006915,,,Fyn,protein,,,uniprot,P06241,,,negative,,,,,,,,1,,,PMC5323146
cell_viability,bioprocess,,,mesh,D002470,,,pyrimidine,simple-chemical,,,pubchem,9260,,,negative,,,,,,,,1,,,PMC5323146
Alpha,simple-chemical,,,pubchem,7409,,,Caspase,family,,,be,Caspase,,,positive,,,,,,,,1,,,PMC5323146
Fas_Ligand,protein,,,uniprot,P48023,,,Caspase,family,,,be,Caspase,,,positive,,,,,,,,1,,,PMC5323146
Apoptosis,bioprocess,,,go,GO:0006915,,,Caspase,family,,,be,Caspase,,,positive,,,,,,,,1,,,PMC5323146
apoptosis,bioprocess,,,go,GO:0006915,,,resveratrol,simple-chemical,,,pubchem,445154,,,positive,,,,,,,,1,,,PMC5323146
cell_cycle,bioprocess,,,go,GO:0007049,,,resveratrol,simple-chemical,,,pubchem,445154,,,positive,,,,,,,,1,,,PMC5323146
STAT3,protein,,,uniprot,P40763,,,resveratrol,simple-chemical,,,pubchem,445154,,,positive,,,,,,,,1,,,PMC5323146
cell_cycle,bioprocess,,,go,GO:0007049,,,miR125a3p,protein,,,uaz,UAZ05380,,,positive,,,,,,,,1,,,PMC5323146
cell_viability,bioprocess,,,mesh,D002470,,,miR125a3p,protein,,,uaz,UAZ05380,,,negative,,,,,,,,1,,,PMC5323146
cell_death,bioprocess,,,go,GO:0008219,,,Caspase,family,,,be,Caspase,,,positive,,,,,,,,1,,,PMC5323146
cell_death,bioprocess,,,go,GO:0008219,,,FADD,protein,,,uniprot,Q13158,,,positive,,,,,,,,1,,,PMC5323146
cell_death,bioprocess,,,go,GO:0008219,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC5323146
cell_death,bioprocess,,,go,GO:0008219,,,CFLAR,protein,,,uniprot,O15519,,,positive,,,,,,,,1,,,PMC5323146
caspase_3,protein,,,uniprot,P42574,,,death,family,,,pfam,PF00531,,,positive,,,,,,,,1,,,PMC5323146
cell_cycle,bioprocess,,,go,GO:0007049,,,Fyn,protein,,,uniprot,P06241,,,negative,,,,,,,,1,,,PMC5323146
apoptosis,bioprocess,,,go,GO:0006915,,,Fyn,protein,,,uniprot,P06241,,,negative,,,,,,,,1,,,PMC5323146
oxygen,simple-chemical,,,hmdb,HMDB01377,,,PI3K,protein,,,be,PI3K,,,negative,,,,,,,,1,,,PMC7369308
IFI,protein,,,uaz,UAZ07945,,,isavuconazole,simple-chemical,,,pubchem,6918485,,,negative,,,,,,,,1,,,PMC7369308
death,family,,,pfam,PF00531,,,azole,simple-chemical,,,pubchem,8027,,,positive,,,,,,,,1,,,PMC7369308
Th1,protein,,,uniprot,Q8IXH7,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,1,,,PMC7369308
immunity,bioprocess,,,go,GO:0006955,,,trichothecenes,simple-chemical,,,pubchem,45266518,,,negative,,,,,,,,1,,,PMC7369308
Fas,protein,,,uniprot,P25445,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC4147778
STAT3,protein,,,uniprot,P40763,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,Hsp90,family,,,pfam,PF00183,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,CDK_inhibitors,simple-chemical,,,uaz,UAZ08028,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,mTOR,protein,,,uniprot,P42345,,,positive,,,,,,,,1,,,PMC5722580
luciferase,protein,,,uniprot,P08659,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,BMS754807,simple-chemical,,,pubchem,24785538,,,positive,,,,,,,,1,,,PMC5722580
insulin,protein,,,uniprot,P08069,,,BMS754807,simple-chemical,,,pubchem,24785538,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,insulinlike_growth_factor_1,protein,,,uaz,UAZ08031,,,negative,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,insulinlike_growth_factor_1_receptor,protein,,,uniprot,P08069,,,negative,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,STAT3_inhibitors,simple-chemical,,,uaz,UAZ03772,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,1,,,PMC5722580
STAT,protein,,,uniprot,P35610,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,1,,,PMC5722580
JAK,protein,,,uaz,UA-BP-GGP-00072,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,1,,,PMC5722580
STAT3,site,,,uaz,UAZ08039,,,ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,1,,,PMC5722580
cell_viability,bioprocess,,,mesh,D002470,,,Hsp90,family,,,pfam,PF00183,,,positive,,,,,,,,1,,,PMC5722580
STAT1,protein,,,uniprot,P42224,,,Hsp90_inhibitor,simple-chemical,,,uaz,UAZ03632,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,mTOR_inhibitors,simple-chemical,,,uaz,UAZ02042,,,positive,,,,,,,,1,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,luciferase,protein,,,uniprot,P08659,,,positive,,,,,,,,1,,,PMC5722580
JAK2,protein,,,uniprot,O60674,,,erythropoietin,protein,,,uniprot,P01588,,,positive,,,,,,,,1,,,PMC6861185
JAK2,protein,,,uniprot,O60674,,,growth_hormone,protein,,,uniprot,P01241,,,positive,,,,,,,,1,,,PMC6861185
proliferation,bioprocess,,,go,GO:0008283,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,1,,,PMC6861185
JAK2,protein,,,uniprot,O60674,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,1,,,PMC6861185
STAT4,protein,,,uniprot,Q14765,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,1,,,PMC6861185
STAT3,protein,,,uniprot,P40763,,,IL23,protein,,,uaz,UAZ07174,,,positive,,,,,,,,1,,,PMC6861185
IL12,family,,,be,IL12,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,1,,,PMC6861185
STAT4,protein,,,uniprot,Q14765,,,IL23,protein,,,uaz,UAZ07174,,,positive,,,,,,,,1,,,PMC6861185
IL27,protein,,,uniprot,Q8NEV9,,,IL23,protein,,,uaz,UAZ07174,,,positive,,,,,,,,1,,,PMC6861185
STAT4,protein,,,uniprot,Q14765,,,IL12,family,,,be,IL12,,,positive,,,,,,,,1,,,PMC6861185
signal_transduction,bioprocess,,,go,GO:0007165,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,1,,,PMC6861185
metastasis,bioprocess,,,mesh,D009362,,,JAK2_inhibitor,simple-chemical,,,uaz,UAZ05200,,,negative,,,,,,,,1,,,PMC6861185
transcription,bioprocess,,,go,GO:0006351,,,IFN,protein,,,uaz,UAZ03976,,,positive,,,,,,,,1,,,PMC6861185
ISGF3_complex,protein,,,uaz,UAZ08080,,,IFN,protein,,,uaz,UAZ08079,,,positive,,,,,,,,1,,,PMC6861185
ISGF3_complex,protein,,,uaz,UAZ08080,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC6861185
ISGF3_complex,protein,,,uaz,UAZ08080,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC6861185
STAT1,protein,,,uniprot,P42224,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC6861185
STAT1,protein,,,uniprot,P42224,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,1,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,IL27R,protein,,,uaz,UAZ08052,,,negative,,,,,,,,1,,,PMC6861185
STAT5,family,,,be,STAT5,,,STAT3,protein,,,uniprot,P40763,,,negative,,,,,,,,1,,,PMC6861185
angiogenesis,bioprocess,,,go,GO:0001525,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC6861185
M1,simple-chemical,,,pubchem,13019211,,,IL12,family,,,be,IL12,,,positive,,,,,,,,1,,,PMC6861185
M1,simple-chemical,,,pubchem,13019211,,,STAT4,protein,,,uniprot,Q14765,,,positive,,,,,,,,1,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,STAT4,protein,,,uniprot,Q14765,,,positive,,,,,,,,1,,,PMC6861185
transcription,bioprocess,,,go,GO:0006351,,,VEGFA,protein,,,uniprot,P15692,,,negative,,,,,,,,1,,,PMC6861185
TBET,protein,,,uniprot,Q9UL17,,,VEGFA,protein,,,uniprot,P15692,,,negative,,,,,,,,1,,,PMC6861185
EOMES,protein,,,uniprot,O95936,,,VEGFA,protein,,,uniprot,P15692,,,negative,,,,,,,,1,,,PMC6861185
ID2,protein,,,uniprot,Q02363,,,VEGFA,protein,,,uniprot,P15692,,,negative,,,,,,,,1,,,PMC6861185
transcription,bioprocess,,,go,GO:0006351,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,1,,,PMC6861185
STAT6,protein,,,uniprot,P42226,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,1,,,PMC6861185
STAT6,protein,,,uniprot,P42226,,,IL13,protein,,,uniprot,P35225,,,positive,,,,,,,,1,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,1,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,1,,,PMC6861185
antiIFN_mAb,protein,,,uaz,UAZ08072,,,IL5,protein,,,uniprot,P05113,,,positive,,,,,,,,1,,,PMC6861185
