regulator_name,regulator_id,database1,ID1,location1,element_type1,cell_type1,level1,regulated_name,regulated_id,database2,ID2,location2,element_type2,cell_type2,level2,interaction,score,kindscore,matchlevel,epistemicvalue,file_numbers,number,Regulator Variable Name,Regulated Variable Name,PaperID,,
CD8,be_CD8,be,CD8,,family,,,STAT,uniprot_P35610,uniprot,P35610,,protein,,,increases,1,,,,,,,,PMC5803196,positive-activation,
CAR,uniprot_P36575,uniprot,P36575,,protein,,,CD19,uniprot_P15391,uniprot,P15391,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
CAR,uniprot_P36575,uniprot,P36575,,protein,,,CAR,uniprot_P36575,uniprot,P36575,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
cytokine_production,go_GO:0001816,go,GO:0001816,,bioprocess,,,CD30,uniprot_P28908,uniprot,P28908,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,CD30,uniprot_P28908,uniprot,P28908,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
CD30,uniprot_P28908,uniprot,P28908,,protein,,,CAR,uniprot_P36575,uniprot,P36575,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
TCR,uniprot_P04234,uniprot,P04234,,protein,,,TRAC,uniprot_P01848,uniprot,P01848,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
CD3,be_CD3,be,CD3,,protein,,,TRAC,uniprot_P01848,uniprot,P01848,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
danger,uniprot_Q8IWB1,uniprot,Q8IWB1,,protein,,,heat,pfam_PF02985,pfam,PF02985,,family,,,increases,1,,,,,,,,PMC6936092,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,CAR,uniprot_P36575,uniprot,P36575,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,CAR,uniprot_P36575,uniprot,P36575,,protein,,,increases,1,,,,,,,,PMC6936092,positive-activation,
CD20,uniprot_P11836,uniprot,P11836,,protein,,,rituximab,uaz_UAZ01285,uaz,UAZ01285,,protein,,,decreases,1,,,,,,,,PMC6936092,rituximab can eliminate CD20,negative-activation
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,1,,,,,,,,PMC7016966,STAT3 negatively regulates JAK2,negative-activation
MPN,uniprot_Q9BQR3,uniprot,Q9BQR3,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,1,,,,,,,,PMC7016966,STAT3 negatively regulates JAK2 V617F -driven MPN,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,KIT,uniprot_P10721,uniprot,P10721,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,KIT,uniprot_P10721,uniprot,P10721,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,KIT,uniprot_P10721,uniprot,P10721,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,KIT,uniprot_P10721,uniprot,P10721,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,FLT3,uniprot_P36888,uniprot,P36888,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,KIT_receptors,uaz_UAZ05201,uaz,UAZ05201,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
autophagy,go_GO:0006914,go,GO:0006914,,bioprocess,,,KIT,uniprot_P10721,uniprot,P10721,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
autophagy,go_GO:0006914,go,GO:0006914,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
immune_response,go_GO:0006955,go,GO:0006955,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,1,,,,,,,,PMC7016966,STAT3 also stimulates the antitumoral immune response,negative-activation
AML,uniprot_Q6PF39,uniprot,Q6PF39,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,1,,,,,,,,PMC7016966,STAT3 would not only block the growth and survival of AML,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,FLT3ITD,uaz_UAZ05211,uaz,UAZ05211,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
cell_survival,mesh_D002470,mesh,D002470,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,increases,1,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC7016966,STAT5 suppresses human Ph+ ALL cell growth,negative-activation
STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,acid,pubchem_444212,pubchem,444212,,simple-chemical,,,increases,1,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,1,,,,,,,,PMC7016966,STAT3 expression/activity in ABC-DLBCL cells abrogates lymphoma cell growth and triggers apoptosis,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,1,,,,,,,,PMC7016966,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,1,,,,,,,,PMC7016966,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,increases,1,,,,,,,,PMC7016966,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,BCL2,uniprot_P10415,uniprot,P10415,,family,,,increases,1,,,,,,,,PMC7016966,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,decreases,1,,,,,,,,PMC7016966,STAT5-mediated transcription,negative-activation
STAT3,uaz_UAZ05192,uaz,UAZ05192,,protein,,,TKOs,uaz_UAZ05271,uaz,UAZ05271,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,Gab2,uniprot_Q9UQC2,uniprot,Q9UQC2,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,NOX,uniprot_Q9Y5S8,uniprot,Q9Y5S8,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,NADPHoxidase,be_NADPH_oxidase,be,NADPH_oxidase,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,NADPHoxidase,be_NADPH_oxidase,be,NADPH_oxidase,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,NOX,uniprot_Q9Y5S8,uniprot,Q9Y5S8,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,NADPHoxidase,be_NADPH_oxidase,be,NADPH_oxidase,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,NOX,uniprot_Q9Y5S8,uniprot,Q9Y5S8,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,PYSTAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,PYSTAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
BCRABL,uaz_UAZ03599,uaz,UAZ03599,,protein,,,PYSTAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
KRas,uniprot_P01116,uniprot,P01116,,protein,,,PS,pubchem_7408258,pubchem,7408258,,simple-chemical,,,increases,1,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,uSTAT5,uniprot_P42229,uniprot,P42229,,protein,,,decreases,1,,,,,,,,PMC7016966,uSTAT5 activity/expression induced ROS production and apoptosis,negative-activation
ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,uSTAT5,uniprot_P42229,uniprot,P42229,,protein,,,decreases,1,,,,,,,,PMC7016966,uSTAT5 activity/expression induced ROS,negative-activation
KIT,uniprot_P10721,uniprot,P10721,,protein,,,crenolanib,uaz_UAZ05248,uaz,UAZ05248,,protein,,,decreases,1,,,,,,,,PMC7016966,"crenolanib, and tandutinib were also employed to inhibit KIT",negative-activation
KIT,uniprot_P10721,uniprot,P10721,,protein,,,Midostaurin,pubchem_9829523,pubchem,9829523,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,"Midostaurin, crenolanib, and tandutinib were also employed to inhibit KIT",negative-activation
KIT,uniprot_P10721,uniprot,P10721,,protein,,,tandutinib,pubchem_3038522,pubchem,3038522,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,tandutinib were also employed to inhibit KIT,negative-activation
KIT,uniprot_P10721,uniprot,P10721,,protein,,,DCC2618,uaz_UAZ05286,uaz,UAZ05286,,protein,,,decreases,1,,,,,,,,PMC7016966,KIT D816V  inhibitors including avapritinib (BLU-285) and DCC-2618,negative-activation
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,pacritinib,pubchem_46216796,pubchem,46216796,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,JAK2-specific inhibitors such as pacritinib,negative-activation
HL,uniprot_P11150,uniprot,P11150,,protein,,,Fedratinib,uaz_UAZ05225,uaz,UAZ05225,,protein,,,decreases,1,,,,,,,,PMC7016966,Fedratinib also blocks the growth of HL,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,Curcumin,pubchem_969516,pubchem,969516,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,Curcumin was shown to block STAT3,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC7016966,block STAT3 and/or STAT5,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,FLLL32,uaz_UAZ05279,uaz,UAZ05279,,protein,,,decreases,1,,,,,,,,PMC7016966,"FLLL32, one of these analogs, was shown to inhibit P-Y-STAT3 and growth of MM",negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,EC804,uaz_UAZ05310,uaz,UAZ05310,,protein,,,decreases,1,,,,,,,,PMC7016966,"EC804, a synthetic derivative of indirubin, an active component in a traditional Chinese medicine formulation, was reported to inhibit STAT3",negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC7016966,inhibit STAT3 and/or STAT5,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,indirubin,uaz_UAZ05296,uaz,UAZ05296,,protein,,,decreases,1,,,,,,,,PMC7016966,"indirubin, an active component in a traditional Chinese medicine formulation, was reported to inhibit STAT3",negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,pimozide was found to inhibit STAT5,negative-activation
STAT3,uaz_UAZ05185,uaz,UAZ05185,,protein,,,Pyrimethamine,pubchem_4993,pubchem,4993,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,Pyrimethamine inhibited P-Y-STAT3,negative-activation
MPN,uniprot_Q9BQR3,uniprot,Q9BQR3,,protein,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,Pimozide was shown to inhibit P-Y-STAT5 and survival of CML and MPN,negative-activation
STAT3,uaz_UAZ05185,uaz,UAZ05185,,protein,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,Pimozide also inhibits P-Y-STAT3,negative-activation
STAT5A,uniprot_P42229,uniprot,P42229,,protein,,,PPAR,uniprot_Q07869,uniprot,Q07869,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,PPAR,uniprot_Q07869,uniprot,Q07869,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,PPAR,uniprot_Q07869,uniprot,Q07869,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,PPAR,uniprot_Q07869,uniprot,Q07869,,protein,,,decreases,1,,,,,,,,PMC7016966,PPARγ agonists were found to inhibit the transcriptional activity of STAT3,negative-activation
STAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,1,,,,,,,,PMC7016966,AC-4-130 did not exhibit off-target kinase activity and suppressed P-Y-STAT5,negative-activation
pCAF_inhibitor,uaz_UAZ05187,uaz,UAZ05187,,simple-chemical,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,1,,,,,,,,PMC7016966,AC-4-130 was also shown to synergistically increase the cytotoxic effect of the JAK1/2 inhibitor ruxolitinib and the p300/pCAF inhibitor,negative-activation
ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,1,,,,,,,,PMC7016966,AC-4-130 was also shown to synergistically increase the cytotoxic effect of the JAK1/2 inhibitor ruxolitinib,negative-activation
JAK,uaz_UAZ03900,uaz,UAZ03900,,simple-chemical,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,1,,,,,,,,PMC7016966,AC-4-130 was also shown to synergistically increase the cytotoxic effect of the JAK1/2 inhibitor,negative-activation
p300,uniprot_Q09472,uniprot,Q09472,,protein,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,increases,1,,,,,,,,PMC7016966,positive-activation,
Ph,uniprot_P01298,uniprot,P01298,,protein,,,IST5002,uaz_UAZ05194,uaz,UAZ05194,,protein,,,decreases,1,,,,,,,,PMC7016966,IST5-002 was found to reduce leukemia development in PDX models of Ph,negative-activation
STA21,uaz_UAZ04640,uaz,UAZ04640,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,C1889,uaz_UAZ05278,uaz,UAZ05278,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STATTIC,pubchem_2779853,pubchem,2779853,,simple-chemical,,,decreases,1,,,,,,,,PMC7016966,STATTIC suppressed growth and survival of NK/T cell lymphoma cell lines expressing the STAT3,negative-activation
STAT3,uaz_UAZ05185,uaz,UAZ05185,,protein,,,OPB31121,uaz_UAZ05196,uaz,UAZ05196,,protein,,,decreases,1,,,,,,,,PMC7016966,OPB-31121 was shown to inhibit P-Y-STAT3,negative-activation
STAT5,uaz_UAZ05204,uaz,UAZ05204,,protein,,,OPB31121,uaz_UAZ05196,uaz,UAZ05196,,protein,,,decreases,1,,,,,,,,PMC7016966,OPB-31121 was shown to inhibit P-Y-STAT3 and P-Y-STAT5,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SD36,uaz_UAZ05186,uaz,UAZ05186,,protein,,,decreases,1,,,,,,,,PMC7016966,"SD-36, a proteolysis targeting chimera (PROTAC) that selectively degrades STAT3",negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SD36,uaz_UAZ05186,uaz,UAZ05186,,protein,,,decreases,1,,,,,,,,PMC7016966,SD-36 was shown to induce STAT3,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,SD36,uaz_UAZ05186,uaz,UAZ05186,,protein,,,increases,1,,,,,,,,PMC7016966,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,increases,1,,,,,,,,PMC7016966,positive-activation,
IL6,uniprot_P05231,uniprot,P05231,,protein,,,GQODN,uaz_UAZ05197,uaz,UAZ05197,,protein,,,decreases,1,,,,,,,,PMC7016966,GQ-ODN T40214 was shown to inhibit IL-6,negative-activation
antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,CpGSTAT3_siRNA_conjugate,uaz_UAZ05241,uaz,UAZ05241,,protein,,,decreases,1,,,,,,,,PMC7016966,CpG-STAT3 siRNA conjugate stimulates systemic antitumor immunity and antigen,negative-activation
CD8,be_CD8,be,CD8,,family,,,CpGSTAT3_siRNA_conjugate,uaz_UAZ05241,uaz,UAZ05241,,protein,,,decreases,1,,,,,,,,PMC7016966,CpG-STAT3 siRNA conjugate stimulates systemic antitumor immunity and antigen-specific activation of CD8,negative-activation
immunity,go_GO:0006955,go,GO:0006955,,bioprocess,,,CpGSTAT3_siRNA_conjugate,uaz_UAZ05241,uaz,UAZ05241,,protein,,,decreases,1,,,,,,,,PMC7016966,CpG-STAT3 siRNA conjugate stimulates systemic antitumor immunity,negative-activation
angiogenesis,go_GO:0001525,go,GO:0001525,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,1,,,,,,,,PMC7016966,positive-activation,
ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,AC4130,uaz_UAZ05235,uaz,UAZ05235,,site,,,decreases,1,,,,,,,,PMC7016966,AC-4-130 increased the cytotoxicity of ruxolitinib,negative-activation
IFN,uaz_UAZ05325,uaz,UAZ05325,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ05325,uaz,UAZ05325,,protein,,,STAT1,uniprot_P42224,uniprot,P42224,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ05325,uaz,UAZ05325,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,1,,,,,,,,PMC5825082,STAT5b suppressed the activation of both STAT1,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,1,,,,,,,,PMC5825082,STAT5b suppressed the activation of both STAT1 and STAT3,negative-activation
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,decreases,1,,,,,,,,PMC5825082,"IFN-γ producing cells, such as T helper cells 1 (Th1 cells) or T cell receptor (TCR) engaged T cells, exhibit decreased receptor expression during critical times to prevent apoptosis",negative-activation
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
pSTAT1,uniprot_P42224,uniprot,P42224,,protein,,,IFN,uaz_UAZ01280,uaz,UAZ01280,,gene,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,1,,,,,,,,PMC5825082,STAT5b suppresses STAT1 and STAT3,negative-activation
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,1,,,,,,,,PMC5825082,STAT5b suppresses STAT1,negative-activation
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,decreases,1,,,,,,,,PMC5825082,STAT5b inhibits STAT1,negative-activation
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,1,,,,,,,,PMC5825082,SOCS1 induction would prevent the negative feedback regulation of IL-2-mediated IFN-γ,negative-activation
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,IFNGR,uniprot_P15260,uniprot,P15260,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT1,uniprot_P42224,uniprot,P42224,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT1,uniprot_P42224,uniprot,P42224,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
IL2,uniprot_P60568,uniprot,P60568,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
STAT5b,uniprot_P51692,uniprot,P51692,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,increases,1,,,,,,,,PMC5825082,positive-activation,
infiltration,mesh_D009361,mesh,D009361,,bioprocess,,,methotrexate,pubchem_126941,pubchem,126941,,simple-chemical,,,increases,1,,,,,,,,PMC3886074,positive-activation,
DR4,uniprot_O00220,uniprot,O00220,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,STAT5 inhibition induces TRAIL/DR4,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,STAT5 inhibition induces TRAIL/DR4 dependent apoptosis,negative-activation
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,STAT5 inhibition induces TRAIL,negative-activation
PTCL,uaz_UAZ04906,uaz,UAZ04906,,protein,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,pimozide inhibits STAT5 in PTCL,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,pimozide inhibits STAT5,negative-activation
