Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs
ruxolitinib,simple-chemical,,,pubchem,25126798,,,AC4130,site,,,uaz,UAZ05235,,,negative,,,,,,,,,,,PMC7016966
CD8,family,,,be,CD8,,,STAT,protein,,,uniprot,P35610,,,positive,,,,,,,,,,,PMC5803196
IFNinducible_gene_targets,protein,,,uaz,UAZ05325,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,,,,PMC5825082
transcription,bioprocess,,,go,GO:0006351,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,,,,PMC5825082
IFNinducible_gene_targets,protein,,,uaz,UAZ05325,,,STAT1,protein,,,uniprot,P42224,,,positive,,,,,,,,,,,PMC5825082
IFNinducible_gene_targets,protein,,,uaz,UAZ05325,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,,,,PMC5825082
JAK2,protein,,,uniprot,O60674,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,,,,PMC5825082
STAT3,protein,,,uniprot,P40763,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,apoptosis,bioprocess,,,go,GO:0006915,,,negative,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,,,,PMC5825082
JAK2,protein,,,uniprot,O60674,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,,,,PMC5825082
pJAK2,protein,,,uniprot,O60674,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,STAT5b,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC5825082
STAT3,protein,,,uniprot,P40763,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT5b,protein,,,uniprot,P51692,,,negative,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,,,,PMC5825082
transcription,bioprocess,,,go,GO:0006351,,,IFNGR,protein,,,uniprot,P15260,,,positive,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,STAT5b,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC5825082
STAT5b,protein,,,uniprot,P51692,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,,,,PMC5825082
STAT3,protein,,,uniprot,P40763,,,STAT1,protein,,,uniprot,P42224,,,positive,,,,,,,,,,,PMC5825082
STAT1,protein,,,uniprot,P42224,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC5825082
STAT3,protein,,,uniprot,P40763,,,STAT1,protein,,,uniprot,P42224,,,positive,,,,,,,,,,,PMC5825082
STAT5b,protein,,,uniprot,P51692,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,STAT5b,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC5825082
IFN,protein,,,uaz,UAZ00085,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,,,,PMC5825082
IL2,protein,,,uniprot,P60568,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,,,,PMC5825082
STAT5b,protein,,,uniprot,P51692,,,SOCS1,protein,,,uniprot,O15524,,,positive,,,,,,,,,,,PMC5825082
DR4,protein,,,uniprot,O00220,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
PTCL,protein,,,uaz,UAZ04906,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,TRAIL,protein,,,uniprot,P50591,,,positive,,,,,,,,,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,TRAIL_receptor,gene,,,uaz,UAZ05350,,,positive,,,,,,,,,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
PTCL,protein,,,uaz,UAZ04906,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,,,,PMC5908286
cell_death,bioprocess,,,go,GO:0008219,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
STAT5,family,,,be,STAT5,,,Pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
PTCL,protein,,,uaz,UAZ04906,,,Pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
cell_viability,bioprocess,,,mesh,D002470,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,Pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,Pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,ZVADFMK,protein,,,uaz,UAZ05343,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pancaspase_inhibitor,simple-chemical,,,uaz,UAZ05354,,,positive,,,,,,,,,,,PMC5908286
cell_death,bioprocess,,,go,GO:0008219,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
cell_death,bioprocess,,,go,GO:0008219,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
cell_death,bioprocess,,,go,GO:0008219,,,TRAIL,protein,,,uniprot,P50591,,,positive,,,,,,,,,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,DR4,protein,,,uniprot,O00220,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,TRAIL,protein,,,uniprot,P50591,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,Pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
STAT5,family,,,be,STAT5,,,Pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
STAT5,family,,,be,STAT5,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
cell_viability,bioprocess,,,mesh,D002470,,,pimozide,simple-chemical,,,pubchem,16362,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
TRAIL,protein,,,uniprot,P50591,,,cell_death,bioprocess,,,go,GO:0008219,,,positive,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,pimozide,simple-chemical,,,pubchem,16362,,,positive,,,,,,,,,,,PMC5908286
proliferation,bioprocess,,,go,GO:0008283,,,JAK_inhibitors,simple-chemical,,,uaz,UAZ03907,,,positive,,,,,,,,,,,PMC5908286
pimozide,simple-chemical,,,pubchem,16362,,,apoptosis,bioprocess,,,go,GO:0006915,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5908286
STAT3,protein,,,uniprot,P40763,,,oncogenic_kinases,protein,,,uaz,UAZ07160,,,positive,,,,,,,,,,,PMC6896161
transcription,bioprocess,,,go,GO:0006351,,,STAT,protein,,,uniprot,P35610,,,positive,,,,,,,,,,,PMC6896161
cell_survival,bioprocess,,,mesh,D002470,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC6896161
STAT3,protein,,,uniprot,P40763,,,JAK1,protein,,,uniprot,P23458,,,negative,,,,,,,,,,,PMC6896161
STAT3,protein,,,uniprot,P40763,,,NPMALK,protein,,,uaz,UAZ05272,,,positive,,,,,,,,,,,PMC6896161
STAT3,protein,,,uniprot,P40763,,,MF,simple-chemical,,,pubchem,6992350,,,positive,,,,,,,,,,,PMC6896161
apoptosis,bioprocess,,,go,GO:0006915,,,SHP1,protein,,,uniprot,P29381,,,positive,,,,,,,,,,,PMC6896161
STAT3,protein,,,uniprot,P40763,,,premiR155,protein,,,uaz,UAZ07159,,,positive,,,,,,,,,,,PMC6896161
STAT3,protein,,,uniprot,P40763,,,IL21,protein,,,uniprot,Q9HBE4,,,positive,,,,,,,,,,,PMC6896161
apoptosis,bioprocess,,,go,GO:0006915,,,STAT3,protein,,,uniprot,P40763,,,negative,,,,,,,,,,,PMC6896161
Fas,protein,,,uniprot,P25445,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC6896161
miR21,protein,,,uaz,UAZ07145,,,SS,protein,,,uniprot,P37268,,,positive,,,,,,,,,,,PMC6896161
apoptosis,bioprocess,,,go,GO:0006915,,,miR29,family,,,uaz,UAZ07153,,,positive,,,,,,,,,,,PMC6896161
cell_survival,bioprocess,,,mesh,D002470,,,IRF4,protein,,,uniprot,Q15306,,,positive,,,,,,,,,,,PMC6896161
apoptosis,bioprocess,,,go,GO:0006915,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC6896161
apoptosis,bioprocess,,,go,GO:0006915,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC6896161
apoptosis,bioprocess,,,go,GO:0006915,,,IRF4,protein,,,uniprot,Q15306,,,positive,,,,,,,,,,,PMC6896161
apoptosis,bioprocess,,,go,GO:0006915,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC6896161
apoptosis,bioprocess,,,go,GO:0006915,,,IL9,protein,,,uniprot,P15248,,,negative,,,,,,,,,,,PMC6896161
IL9,protein,,,uniprot,P15248,,,MF,simple-chemical,,,pubchem,6992350,,,negative,,,,,,,,,,,PMC6896161
STAT3,protein,,,uniprot,P40763,,,Ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,,,,PMC6896161
Epstein,protein,,,uaz,UAZ07138,,,Ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,,,,PMC6896161
infiltration,bioprocess,,,mesh,D009361,,,hSTAT5B,protein,,,uaz,UAZ07071,,,positive,,,,,,,,,,,PMC5749501
CD8,family,,,be,CD8,,,hSTAT5B,protein,,,uaz,UAZ07071,,,positive,,,,,,,,,,,PMC5749501
STAT5,family,,,be,STAT5,,,tofacitinib,simple-chemical,,,pubchem,9926791,,,negative,,,,,,,,,,,PMC5749501
cell_viability,bioprocess,,,mesh,D002470,,,tofacitinib,simple-chemical,,,pubchem,9926791,,,negative,,,,,,,,,,,PMC5749501
STAT5,family,,,be,STAT5,,,ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,,,,PMC5749501
cell_viability,bioprocess,,,mesh,D002470,,,ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,,,,PMC5749501
infiltration,bioprocess,,,mesh,D009361,,,ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,,,,PMC5749501
AURKB,protein,,,uniprot,Q96GD4,,,STAT5,family,,,be,STAT5,,,negative,,,,,,,,,,,PMC5749501
CD8,family,,,be,CD8,,,hSTAT5B,protein,,,uaz,UAZ07071,,,positive,,,,,,,,,,,PMC5749501
heat,family,,,pfam,PF02985,,,antigen,protein,,,uaz,UA-BP-GGP-00007,,,positive,,,,,,,,,,,PMC5749501
STAT,protein,,,uniprot,P35610,,,JAK1,protein,,,uniprot,P23458,,,positive,,,,,,,,,,,PMC7017127
STAT,protein,,,uniprot,P35610,,,Jak1,protein,,,uniprot,P23458,,,positive,,,,,,,,,,,PMC7017127
STAT,protein,,,uniprot,P35610,,,Jak1,protein,,,uniprot,P23458,,,positive,,,,,,,,,,,PMC7017127
DNA_damage,bioprocess,,,mesh,D004249,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC5035508
cell_cycle,bioprocess,,,go,GO:0007049,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC5035508
cell_cycle,bioprocess,,,go,GO:0007049,,,tumor_suppressor_protein,protein,,,uniprot,Q9BT92,,,negative,,,,,,,,,,,PMC5035508
DNA_damage,bioprocess,,,mesh,D004249,,,tumor_suppressor_protein,protein,,,uniprot,Q9BT92,,,negative,,,,,,,,,,,PMC5035508
apoptosis,bioprocess,,,go,GO:0006915,,,tumor_suppressor_protein,protein,,,uniprot,Q9BT92,,,negative,,,,,,,,,,,PMC5035508
apoptosis,bioprocess,,,go,GO:0006915,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC5035508
Fas,protein,,,uniprot,P25445,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC5035508
AP1,protein,,,be,AP1,,,Blimp1,protein,,,uniprot,O75626,,,negative,,,,,,,,,,,PMC6710364
receptor,protein,,,uaz,UAZ00375,,,antigen,protein,,,uaz,UA-BP-GGP-00007,,,positive,,,,,,,,,,,PMC6710364
Pax5,protein,,,uniprot,Q02548,,,Irf4,protein,,,uniprot,Q15306,,,negative,,,,,,,,,,,PMC6710364
Foxp3,protein,,,uniprot,B7ZLG1,,,PTEN,protein,,,uniprot,P60484,,,positive,,,,,,,,,,,PMC6710364
PTEN,protein,,,uniprot,P60484,,,IL12,family,,,be,IL12,,,positive,,,,,,,,,,,PMC6710364
apoptosis,bioprocess,,,go,GO:0006915,,,IL15,protein,,,uniprot,P40933,,,negative,,,,,,,,,,,PMC3885672
immune_response,bioprocess,,,go,GO:0006955,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,,,,PMC3885672
CD8,family,,,be,CD8,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,,,,PMC3885672
LTRLUC,protein,,,uaz,UAZ07526,,,LTR,simple-chemical,,,pubchem,439574,,,positive,,,,,,,,,,,PMC3885672
Tax,family,,,pfam,PF02959,,,IL15,protein,,,uniprot,P40933,,,negative,,,,,,,,,,,PMC3885672
cell_death,bioprocess,,,go,GO:0008219,,,IL15,protein,,,uniprot,P40933,,,negative,,,,,,,,,,,PMC3885672
Tax,family,,,pfam,PF02959,,,IL6,protein,,,uniprot,P05231,,,negative,,,,,,,,,,,PMC3885672
immunity,bioprocess,,,go,GO:0006955,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,,,,PMC3885672
cell_growth,bioprocess,,,go,GO:0016049,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,,,,PMC3885672
ADCC,protein,,,uniprot,O34946,,,cetuximab,protein,,,uaz,UAZ00056,,,positive,,,,,,,,,,,PMC3885672
ADCC,protein,,,uniprot,O34946,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,,,,PMC3885672
cetuximab,protein,,,uaz,UAZ00056,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,,,,PMC3885672
rituximab,protein,,,uaz,UAZ01285,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,,,,PMC3885672
JAK,protein,,,uaz,UA-BP-GGP-00072,,,gain,family,,,pfam,PF16489,,,positive,,,,,,,,,,,PMC6966610
STAT,protein,,,uniprot,P35610,,,gain,family,,,pfam,PF16489,,,positive,,,,,,,,,,,PMC6966610
JAK,protein,,,uaz,UA-BP-GGP-00072,,,STAT,protein,,,uniprot,P35610,,,positive,,,,,,,,,,,PMC6966610
STAT,protein,,,uniprot,P35610,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,,,,PMC6966610
IFN,protein,,,uaz,UAZ00085,,,NKp46,protein,,,uniprot,O76036,,,negative,,,,,,,,,,,PMC3603285
apoptosis,bioprocess,,,go,GO:0006915,,,NKp46,protein,,,uniprot,O76036,,,positive,,,,,,,,,,,PMC3603285
DCs,simple-chemical,,,pubchem,6234,,,NKp30,protein,,,uniprot,O14931,,,positive,,,,,,,,,,,PMC3603285
NKp44,protein,,,uniprot,O95944,,,IL21,protein,,,uniprot,Q9HBE4,,,negative,,,,,,,,,,,PMC3603285
IL10,protein,,,uniprot,P22301,,,NKp30,protein,,,uniprot,O14931,,,negative,,,,,,,,,,,PMC3603285
IL10,protein,,,uniprot,P22301,,,B7,protein,,,uniprot,P33681,,,positive,,,,,,,,,,,PMC3603285
IL10,protein,,,uniprot,P22301,,,NKp30,protein,,,uniprot,O14931,,,negative,,,,,,,,,,,PMC3603285
IL10,protein,,,uniprot,P22301,,,B7,protein,,,uniprot,P33681,,,positive,,,,,,,,,,,PMC3603285
IFN,protein,,,uaz,UAZ00085,,,NKp44,protein,,,uniprot,O95944,,,negative,,,,,,,,,,,PMC3603285
TCR,protein,,,uniprot,P04234,,,antigen,protein,,,uaz,UA-BP-GGP-00007,,,positive,,,,,,,,,,,PMC3603285
CCL5,protein,,,uniprot,P13501,,,NKp30,protein,,,uniprot,O14931,,,positive,,,,,,,,,,,PMC3603285
RANTES,protein,,,uaz,UAZ01130,,,NKp30,protein,,,uniprot,O14931,,,positive,,,,,,,,,,,PMC3603285
CCL4,protein,,,uniprot,P13236,,,NKp30,protein,,,uniprot,O14931,,,positive,,,,,,,,,,,PMC3603285
CCL3,protein,,,uniprot,P10147,,,NKp30,protein,,,uniprot,O14931,,,positive,,,,,,,,,,,PMC3603285
TCR,protein,,,uniprot,P04234,,,proliferation,bioprocess,,,go,GO:0008283,,,negative,,,,,,,,,,,PMC3603285
IL22,protein,,,uniprot,Q9GZX6,,,NKp46,protein,,,uniprot,O76036,,,positive,,,,,,,,,,,PMC3603285
ITAM,family,,,pfam,PF02189,,,Lck,protein,,,uniprot,P06239,,,positive,,,,,,,,,,,PMC3603285
ITAM,family,,,pfam,PF02189,,,Fyn,protein,,,uniprot,P06241,,,positive,,,,,,,,,,,PMC3603285
ITAM,family,,,pfam,PF02189,,,Src,family,,,be,SRC,,,positive,,,,,,,,,,,PMC3603285
cell_recognition,bioprocess,,,go,GO:0008037,,,NKp30,protein,,,uniprot,O14931,,,positive,,,,,,,,,,,PMC3603285
STAT3,protein,,,uniprot,P40763,,,nonreceptor_kinases,protein,,,uaz,UAZ07402,,,positive,,,,,,,,,,,PMC7016717
STAT3,protein,,,uniprot,P40763,,,JAKs,protein,,,uaz,UAZ03943,,,positive,,,,,,,,,,,PMC7016717
STAT3,protein,,,uniprot,P40763,,,Src,family,,,be,SRC,,,positive,,,,,,,,,,,PMC7016717
STAT3,protein,,,uniprot,P40763,,,Abl,protein,,,uniprot,P00519,,,positive,,,,,,,,,,,PMC7016717
proliferation,bioprocess,,,go,GO:0008283,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
metastasis,bioprocess,,,mesh,D009362,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
differentiation,bioprocess,,,go,GO:0030154,,,GCSF,protein,,,uniprot,P09919,,,positive,,,,,,,,,,,PMC7016717
proliferation,bioprocess,,,go,GO:0008283,,,GCSF,protein,,,uniprot,P09919,,,positive,,,,,,,,,,,PMC7016717
proliferation,bioprocess,,,go,GO:0008283,,,STAT3,protein,,,uniprot,P40763,,,negative,,,,,,,,,,,PMC7016717
cell_proliferation,bioprocess,,,go,GO:0008283,,,STAT3,protein,,,uniprot,P40763,,,negative,,,,,,,,,,,PMC7016717
cell_proliferation,bioprocess,,,go,GO:0008283,,,STAT3,protein,,,uniprot,P40763,,,negative,,,,,,,,,,,PMC7016717
BCR,protein,,,uniprot,P11274,,,NFATc1,protein,,,uniprot,O95644,,,positive,,,,,,,,,,,PMC7016717
IL6,protein,,,uniprot,P05231,,,MCL,protein,,,uniprot,Q8WXI8,,,positive,,,,,,,,,,,PMC7016717
apoptosis,bioprocess,,,go,GO:0006915,,,JAK2,protein,,,uniprot,O60674,,,negative,,,,,,,,,,,PMC7016717
apoptosis,bioprocess,,,go,GO:0006915,,,STAT3,protein,,,uniprot,P40763,,,negative,,,,,,,,,,,PMC7016717
PDL2,protein,,,uniprot,Q9BQ51,,,HL,protein,,,uniprot,P11150,,,positive,,,,,,,,,,,PMC7016717
PDL2,protein,,,uniprot,Q9BQ51,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,,,,PMC7016717
PDL1,protein,,,uniprot,Q9NZQ7,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,,,,PMC7016717
PDL1,protein,,,uniprot,Q9NZQ7,,,HL,protein,,,uniprot,P11150,,,positive,,,,,,,,,,,PMC7016717
STAT3,protein,,,uniprot,P40763,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,,,,PMC7016717
STAT3,protein,,,uniprot,P40763,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,,,,PMC7016717
MM,simple-chemical,,,pubchem,6993082,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
MM,simple-chemical,,,pubchem,6993082,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
MM,simple-chemical,,,pubchem,6993082,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,,,,PMC7016717
cell_growth,bioprocess,,,go,GO:0016049,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
cell_growth,bioprocess,,,go,GO:0016049,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,,,,PMC7016717
STAT3,protein,,,uniprot,P40763,,,Stattic,protein,,,pubchem,2779853,,,negative,,,,,,,,,,,PMC7016717
STAT3,protein,,,uniprot,P40763,,,AZD9150,protein,,,uaz,UAZ04770,,,negative,,,,,,,,,,,PMC7016717
PI3K,protein,,,be,PI3K,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
cell_cycle,bioprocess,,,go,GO:0007049,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
ABC,simple-chemical,,,pubchem,441300,,,interferon,family,,,be,Interferon,,,negative,,,,,,,,,,,PMC7016717
ABC,simple-chemical,,,pubchem,441300,,,Ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,,,,PMC7016717
interferon,family,,,be,Interferon,,,lenalidomide,simple-chemical,,,pubchem,216326,,,positive,,,,,,,,,,,PMC7016717
interferon,family,,,be,Interferon,,,lenalidomide,simple-chemical,,,pubchem,216326,,,positive,,,,,,,,,,,PMC7016717
ABC,simple-chemical,,,pubchem,441300,,,lenalidomide,simple-chemical,,,pubchem,216326,,,negative,,,,,,,,,,,PMC7016717
proliferation,bioprocess,,,go,GO:0008283,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
cell_survival,bioprocess,,,mesh,D002470,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC7016717
TNF,protein,,,uniprot,P01375,,,Atg12,protein,,,uniprot,O94817,,,positive,,,,,,,,,,,PMC5454400
chloroquine,simple-chemical,,,pubchem,2719,,,ATPase,family,,,pfam,PF06745,,,negative,,,,,,,,,,,PMC5454400
acidification,bioprocess,,,go,GO:0045851,,,bafilomycin_A1,simple-chemical,,,pubchem,6436223,,,negative,,,,,,,,,,,PMC5454400
acidification,bioprocess,,,go,GO:0045851,,,chloroquine,simple-chemical,,,pubchem,2719,,,negative,,,,,,,,,,,PMC5454400
bafilomycin_A1,simple-chemical,,,pubchem,6436223,,,ATPase,family,,,pfam,PF06745,,,negative,,,,,,,,,,,PMC5454400
LC3,family,,,be,MAP1LC3,,,bafilomycin_A1,simple-chemical,,,pubchem,6436223,,,positive,,,,,,,,,,,PMC5454400
endothelial_protein_C_receptor,protein,,,uniprot,Q9UNN8,,,receptors,protein,,,uaz,UAZ07090,,,positive,,,,,,,,,,,PMC7072729
